Generating synthetic count valued data ... 
Generating synthetic  count valued data took:  27.82022523880005
max_count =  55  min count =  0
Evaluation for true params: 
 test_rsme | train_rsme | rel-te-err | rel-tr-err |  test_nll  |  train_nll |
2.6157905115 2.6387724419   1.50604       1.5161     159676.27    635690.02  
Using  0.05 of training data
Factorizing with max_iteration = 12000  fixing covariance?:  False
Tensor dimensions:  [50, 50, 50]
Optimization metrics: 
Using Ada Grad
Mean update scheme:  S
Covariance update :  N
Using diagonal covariance?:  True
Random start? True
k1 samples =  32  k2 samples =  128
eta =  1.0  cov eta =  1.0  sigma eta =  1
iteration |   time   |test_rsme |rel-te-err|train_rsme|rel-tr-err|   d_mean  |   d_cov  |avg_grad_m|avg_grad_c| test_nll | train_nll |    VLB   |  E-term  |    KL     |   dw   |
    0         2.88      8.9693     6.6522     8.8144     6.5462     3.1623     0.0031     0.1571   1091.6428   68215.37   13639.93   -15548.0  -15490.879   56.791     0.1958  
    5        96.63      8.6583     6.9016     8.5179     6.793      3.1623     0.0041     2.2158   4392.2719   67409.74   13498.18   -14963.0  -14916.427   46.931     0.0285  
    10       190.29     8.6351     7.0388     8.4943     6.9362     3.1623     0.0056     3.9697    5956.531   67462.64   13512.38   -14934.0  -14892.985   40.657     0.0046  
    20       299.47     8.9473     7.7317     8.8514     7.6372     3.1623     0.0103     7.598    21505.3363  68310.34   13697.54   -14955.0  -14921.484   33.713     0.0015  
    50       466.88    10.9928     9.8452    10.9444     9.8218     3.1623     0.0263    16.5112   60556.6599  68622.51   13755.51   -14910.0  -14895.698   14.115     0.0016  
   100       694.62     8.5557     7.7926     8.446      7.7156     3.1316     0.0309     6.1693    114.1999   63300.19   12692.49   -13724.0  -13710.909   13.075     0.0017  
   200      1073.92     6.752      5.8135     6.6277     5.7242     3.0477     0.0172     4.1397   2764197.8682  59809.45   11980.98   -12978.0  -12963.118   14.81      0.0012  
   300      1459.29     6.3423     5.5553     6.2648     5.4976     2.5373     0.0161     3.745    43756.8844  58634.88   11757.16   -12767.0  -12752.081   14.964     0.0001  
   400      1846.67     6.1859     5.3284     6.0909     5.2612     2.0733     0.0159     3.1626   126777.2326  58377.56   11703.95   -12695.0  -12678.882   15.922     0.0001  
   500      2233.67     6.0966     5.1464     6.0191     5.093      1.8448     0.0159     3.5108   142259.3861  57873.51   11597.38   -12591.0  -12574.28    16.384     0.0001  
   600      2620.56     5.9167     4.9981     5.8625     4.9478     1.4685     0.0155     3.4183   2603399522.8418  57735.78   11586.75   -12587.0  -12570.538   16.498      0.0    
   700      3007.14     6.0273     5.0721     5.9545      4.99      1.4082     0.0153     3.0513   47711845244.2306  57811.29   11597.22   -12580.0  -12564.17    16.032      0.0    
   800      3393.69     5.9464     4.966      5.8805     4.9022     1.0467     0.0153     2.5853   152664187237.9444  57707.18   11583.52   -12568.0  -12551.05    16.989      0.0    
   900      3780.69     5.9084     4.9262     5.8175     4.8352     0.8845     0.0152     2.4307   161462997704.3786  57785.66   11597.96   -12581.0  -12564.002   17.175      0.0    
   1000     4168.47     6.011      5.0084     5.9307     4.939      0.948      0.0153     2.1301   178297575791.8534  57911.39   11615.4    -12615.0  -12598.536   16.892      0.0    
   1100     4555.17     6.0036     4.979      5.9355     4.9172     0.7755     0.0152     2.0105   199399705374.7033  57931.06   11627.04   -12610.0  -12592.785   17.246      0.0    
   1200     4941.41     5.9872     4.9456     5.9466     4.9136     0.6542     0.0152     1.8799   130034489738.0183  57980.15   11632.65   -12598.0  -12580.52    17.727      0.0    
   1300     5329.18     5.9837     4.9384     5.9278     4.8884     0.6759     0.015      1.7765   201866482458.1896  58023.84   11647.65   -12617.0  -12599.043   17.501      0.0    
   1400     5713.77     6.0769     5.0303     6.0212     4.9724     0.7609     0.0145     1.9066   775646341871.9302  58101.1    11653.06   -12646.0  -12628.621   16.912     0.0002  
   1500     6097.52     6.0953     5.0284     6.0391     4.9864     0.9924     0.0142     1.7305   394869629583.1787  58107.79   11659.21   -12646.0  -12628.375   17.34       0.0    
