Generating synthetic binary valued data ... 
Generating synthetic  binary valued data took:  1.3836572170257568
Evaluation for true params: 
 test_rsme | train_rsme | rel-te-err | rel-tr-err |  test_nll  |  train_nll |
0.7013215039 0.6981456921 0.122962963  0.1218518519    671.83      2831.01   
Factorizing with max_iteration = 16000  fixing covariance?:  False
Tensor dimensions:  [15, 15, 15]
Optimization metrics: 
Using Ada Grad
Mean update scheme:  S
Covariance update :  N
Using diagonal covariance?:  False
Random start? True
k1 samples =  64  k2 samples =  128
eta =  1.0  cov eta =  1.0  sigma eta =  1
iteration |   time   |test_rsme |rel-te-err|train_rsme|rel-tr-err|   d_mean  |   d_cov  |avg_grad_m|avg_grad_c| test_nll | train_nll |    VLB   |  E-term  |    KL     |   dw   |
   2700     7880.83     0.7698     0.1481     0.6939     0.1204     0.4143     3.6184     6.2308    11.2124     238.6      773.75    -1545.0   -1518.254    27.205      0.0    
   2800     8166.78     0.785      0.1541     0.6885     0.1185     0.4357     0.1122     6.2917     10.766     236.97     750.88    -1534.0   -1507.599    26.62      0.0001  
   2900      8453.1     0.8037     0.1615     0.6722     0.113      0.6217     0.1669     6.9997    10.7736     241.35     746.42    -1537.0   -1510.318    26.799     0.0001  
   3000     8739.13     0.8291     0.1719     0.6733     0.1133     0.4325     0.0559     6.1784    11.3168     241.31     727.29    -1537.0   -1510.442    26.39      0.0004  
   3100     9025.57      0.8        0.16      0.6656     0.1107     0.3945     0.1766     6.039     11.0234     239.87     708.76    -1529.0    -1502.83    26.308      0.0    
   3200     9312.16     0.7926     0.157      0.6577     0.1081     0.2397     0.7001     5.2824    11.1343     242.47     698.98    -1522.0   -1496.077    25.901     0.0001  
   3300      9598.3     0.8037     0.1615     0.6464     0.1044     0.3538     1.0918     6.2704    12.1408     246.98     695.64    -1526.0   -1500.107    25.61      0.0004  
   3400     9884.78     0.8037     0.1615     0.6325      0.1       0.3382     0.0972     6.3016    11.6455     240.14     680.76    -1520.0   -1494.583    25.195      0.0    
   3500     10171.26    0.8255     0.1704     0.6452     0.1041     0.7984     98.752     20.324    11.8238     261.52     752.5     -1550.0   -1525.027    25.002     0.0002  
   3600     10457.31    0.8147     0.1659     0.6313     0.0996     0.263      0.1177     5.7402    10.1623     251.3      669.11    -1515.0    -1490.67    24.327     0.0004  
